title,year,rating
Cool Runnings,1993,3.4
Dragon: The Bruce Lee Story,1993,3.4
Bhaji on the Beach,1993,3.3
Freaked,1993,3.3
Sleepless in Seattle,1993,3.3
The Secret Garden,1993,3.3
Once Upon a Forest,1993,3.3
Zhong an zu,1993,3.3
A Home of Our Own,1993,3.3
Groundhog Day,1993,3.3
Romeo Is Bleeding,1993,3.3
Six Degrees of Separation,1993,3.3
Alive,1993,3.3
A Far Off Place,1993,3.3
The Hour of the Pig,1993,3.3
La scorta,1993,3.3
Homeward Bound: The Incredible Journey,1993,3.2
Jack the Bear,1993,3.2
Homeward Bound: The Incredible Journey,1993,3.2
The Pelican Brief,1993,3.2
The Three Musketeers,1993,3.2
The Three Musketeers,1993,3.2
Kalifornia,1993,3.2
Geronimo: An American Legend,1993,3.2
The Firm,1993,3.2
Grumpy Old Men,1993,3.2
It's All True,1993,3.2
The Three Musketeers,1993,3.2
Grumpy Old Men,1993,3.2
We're Back! A Dinosaur's Story,1993,3.1
Surf Ninjas,1993,3.1
CB4,1993,3.1
Wayne's World 2,1993,3.1
Mr. Wonderful,1993,3.1
Fire in the Sky,1993,3.1
The Ballad of Little Jo,1993,3.1
The Man Without a Face,1993,3.1
The Vanishing,1993,3.1
Dave,1993,3.1
Judgment Night,1993,3.1
Addams Family Values,1993,3.1
Sommersby,1993,3.1
Hocus Pocus,1993,3.1
Little Buddha,1993,3.1
Chao ji ji hua,1993,3.1
Dream Lover,1993,3.0
The Good Son,1993,3.0
Wilder Napalm,1993,3.0
Hot Shots! Part Deux,1993,3.0
Malice,1993,3.0
Mr. Jones,1993,3.0
Flesh and Bone,1993,3.0
Needful Things,1993,3.0
Sniper,1993,3.0
Demolition Man,1993,3.0
Sister Act 2: Back in the Habit,1993,3.0
Undercover Blues,1993,3.0
Mad Dog and Glory,1993,3.0
So I Married an Axe Murderer,1993,3.0
"Bodies, Rest & Motion",1993,3.0
The Dark Half,1993,3.0
Point of No Return,1993,2.9
Ethan Frome,1993,2.9
Naked in New York,1993,2.9
Son in Law,1993,2.9
Indecent Proposal,1993,2.9
Aspen Extreme,1993,2.9
The Adventures of Huck Finn,1993,2.9
Rising Sun,1993,2.9
Best of the Best 2,1993,2.9
The Cemetery Club,1993,2.9
Free Willy,1993,2.9
Matinee,1993,2.9
The Adventures of Huck Finn,1993,2.9
Who's the Man?,1993,2.9
Money for Nothing,1993,2.8
Life with Mikey,1993,2.8
Jason Goes to Hell: The Final Friday,1993,2.8
Posse,1993,2.8
Loaded Weapon 1,1993,2.8
Cliffhanger,1993,2.8
Striking Distance,1993,2.8
Guilty as Sin,1993,2.8
Teenage Mutant Ninja Turtles III,1993,2.7
Amos & Andrew,1993,2.7
Father Hood,1993,2.7
Nowhere to Run,1993,2.7
Dennis the Menace,1993,2.7
My Boyfriend's Back,1993,2.7
Beethoven's 2nd,1993,2.6
Even Cowgirls Get the Blues,1993,2.6
Fatal Instinct,1993,2.6
The Temp,1993,2.6
Coneheads,1993,2.6
Boxing Helena,1993,2.6
Ghost in the Machine,1993,2.6
Last Action Hero,1993,2.6
Splitting Heirs,1993,2.6
Leprechaun,1993,2.5
Made in America,1993,2.5
Son of the Pink Panther,1993,2.5
Sliver,1993,2.5
Another Stakeout,1993,2.5
The Beverly Hillbillies,1993,2.5
Look Who's Talking Now,1993,2.5
The Pickle,1993,2.4
The Meteor Man,1993,2.4
Body of Evidence,1993,2.4
RoboCop 3,1993,2.3
Mr. Nanny,1993,2.3
Cop and ½,1993,2.3
Pao Da Shuang Deng,1994,4.6
The Shawshank Redemption,1994,4.4
Before the Rain,1994,4.4
Huozhe,1994,4.3
Utomlyonnye solntsem,1994,4.3
Trois couleurs: Rouge,1994,4.2
Una pura formalità,1994,4.2
Chung Hing sam lam,1994,4.2
Keiner liebt mich,1994,4.2
Trois couleurs: Rouge,1994,4.2
Trois couleurs: Rouge,1994,4.2
Brother Minister: The Assassination of Malcolm X,1994,4.2
Pulp Fiction,1994,4.2
Hoop Dreams,1994,4.1
Léon,1994,4.1
Crooklyn,1994,4.1
Il postino,1994,4.1
What Happened Was...,1994,4.1
Forrest Gump,1994,4.1
Léon,1994,4.1
The Endless Summer 2,1994,4.0
Fresh,1994,4.0
Yin shi nan nu,1994,4.0
Jason's Lyric,1994,4.0
La reine Margot,1994,4.0
Les roseaux sauvages,1994,4.0
Crumb,1994,4.0
Ladybird Ladybird,1994,4.0
I Like It Like That,1994,4.0
The Secret of Roan Inish,1994,3.9
A Great Day in Harlem,1994,3.9
Fresa y chocolate,1994,3.9
Trzy kolory: Bialy,1994,3.9
Lamerica,1994,3.9
The Lion King,1994,3.9
Okno v Parizh,1994,3.9
Farinelli,1994,3.8
Maya Lin: A Strong Clear Vision,1994,3.8
Fear of a Black Hat,1994,3.8
The Inkwell,1994,3.8
Clerks.,1994,3.8
The Crow,1994,3.8
Immortal Beloved,1994,3.8
Il mostro,1994,3.8
Priest,1994,3.8
Dellamorte Dellamore,1994,3.8
Interview with the Vampire: The Vampire Chronicles,1994,3.7
Vanya on 42nd Street,1994,3.7
Heavenly Creatures,1994,3.7
Interview with the Vampire: The Vampire Chronicles,1994,3.7
Ed Wood,1994,3.7
Picture Bride,1994,3.7
"The Adventures of Priscilla, Queen of the Desert",1994,3.7
Exotica,1994,3.7
Interview with the Vampire: The Vampire Chronicles,1994,3.7
Interview with the Vampire: The Vampire Chronicles,1994,3.7
Heavenly Creatures,1994,3.7
Dung che sai duk,1994,3.6
Bullets Over Broadway,1994,3.6
The Sum of Us,1994,3.6
Swimming with Sharks,1994,3.6
Shallow Grave,1994,3.6
A Man of No Importance,1994,3.6
Le colonel Chabert,1994,3.6
8 Seconds,1994,3.6
The Last Seduction,1994,3.6
The Hudsucker Proxy,1994,3.6
The Madness of King George,1994,3.6
Jui kuen II,1994,3.6
Death and the Maiden,1994,3.6
Bandit Queen,1994,3.6
Jui kuen II,1994,3.6
Der bewegte Mann,1994,3.5
Natural Born Killers,1994,3.5
Love Affair,1994,3.5
The Browning Version,1994,3.5
Mrs. Parker and the Vicious Circle,1994,3.5
L'enfer,1994,3.5
Love Affair,1994,3.5
Natural Born Killers,1994,3.5
Above the Rim,1994,3.5
Theremin: An Electronic Odyssey,1994,3.5
Little Odessa,1994,3.5
Natural Born Killers,1994,3.5
PCU,1994,3.5
Quiz Show,1994,3.5
Nina Takes a Lover,1994,3.4
Double Happiness,1994,3.4
Tom & Viv,1994,3.4
Muriel's Wedding,1994,3.4
J'ai pas sommeil,1994,3.4
Safe Passage,1994,3.4
Grosse fatigue,1994,3.3
The Ref,1994,3.3
Squanto: A Warrior's Tale,1994,3.3
With Honors,1994,3.3
The Client,1994,3.3
Clear and Present Danger,1994,3.3
Backbeat,1994,3.3
Only You,1994,3.3
Reality Bites,1994,3.3
Oleanna,1994,3.3
Stargate,1994,3.3
Dumb & Dumber,1994,3.3
Speed,1994,3.3
Star Trek: Generations,1994,3.3
Don Juan DeMarco,1994,3.3
When a Man Loves a Woman,1994,3.3
Mute Witness,1994,3.2
Blue Sky,1994,3.2
The Mask,1994,3.2
White Fang 2: Myth of the White Wolf,1994,3.2
Widows' Peak,1994,3.2
Go Fish,1994,3.2
True Lies,1994,3.2
Four Weddings and a Funeral,1994,3.2
Wyatt Earp,1994,3.2
The Mask,1994,3.2
Maverick,1994,3.2
New Nightmare,1994,3.2
Cobb,1994,3.2
Sleep with Me,1994,3.2
Imaginary Crimes,1994,3.2
The Mask,1994,3.2
Brainscan,1994,3.1
Ace Ventura: Pet Detective,1994,3.1
Radioland Murders,1994,3.1
Thumbelina,1994,3.1
"Corrina, Corrina",1994,3.1
Spanking the Monkey,1994,3.1
The Paper,1994,3.1
The New Age,1994,3.1
Country Life,1994,3.1
The Swan Princess,1994,3.1
Nell,1994,3.1
A Simple Twist of Fate,1994,3.1
Little Giants,1994,3.1
Iron Will,1994,3.1
It Could Happen to You,1994,3.0
I'll Do Anything,1994,3.0
S.F.W.,1994,3.0
Federal Hill,1994,3.0
Serial Mom,1994,3.0
Threesome,1994,3.0
The Cowboy Way,1994,3.0
Surviving the Game,1994,3.0
Guarding Tess,1994,3.0
Camilla,1994,3.0
Silent Fall,1994,3.0
The Glass Shield,1994,3.0
Blue Chips,1994,3.0
China Moon,1994,3.0
Bar Girls,1994,3.0
No Escape,1994,3.0
Princess Caraboo,1994,3.0
Lassie,1994,2.9
Mixed Nuts,1994,2.9
A Good Man in Africa,1994,2.9
Renaissance Man,1994,2.9
D2: The Mighty Ducks,1994,2.9
Mixed Nuts,1994,2.9
Little Big League,1994,2.9
Blown Away,1994,2.9
Beverly Hills Cop III,1994,2.9
Airheads,1994,2.9
A Low Down Dirty Shame,1994,2.9
The River Wild,1994,2.9
Naked Gun 33 1/3: The Final Insult,1994,2.9
Trapped in Paradise,1994,2.9
Lassie,1994,2.9
Major League II,1994,2.8
Intersection,1994,2.8
The Puppet Masters,1994,2.8
Camp Nowhere,1994,2.8
The Road to Wellville,1994,2.8
The Favor,1994,2.8
Lightning Jack,1994,2.8
The Pagemaster,1994,2.8
Wolf,1994,2.8
I.Q.,1994,2.8
Un indien dans la ville,1994,2.8
Bad Girls,1994,2.8
Disclosure,1994,2.8
Speechless,1994,2.8
Milk Money,1994,2.7
Baby's Day Out,1994,2.7
Andre,1994,2.7
Angie,1994,2.7
Color of Night,1994,2.7
Drop Zone,1994,2.7
City Slickers II: The Legend of Curly's Gold,1994,2.7
3 Ninjas Kick Back,1994,2.6
Timecop,1994,2.6
North,1994,2.6
The Chase,1994,2.6
Terminal Velocity,1994,2.6
The Air Up There,1994,2.6
Cops and Robbersons,1994,2.5
Prêt-à-Porter,1994,2.5
The Flintstones,1994,2.5
Jimmy Hollywood,1994,2.5
Ri¢hie Ri¢h,1994,2.5
Wagons East,1994,2.5
In the Army Now,1994,2.5
Clean Slate,1994,2.5
On Deadly Ground,1994,2.5
Monkey Trouble,1994,2.5
The Specialist,1994,2.5
The Return of the Texas Chainsaw Massacre,1994,2.4
Junior,1994,2.4
Getting Even with Dad,1994,2.4
Getting Even with Dad,1994,2.4
Cabin Boy,1994,2.4
Exit to Eden,1994,2.3
Blankman,1994,2.3
"Car 54, Where Are You?",1994,2.2
Street Fighter,1994,2.2
Double Dragon,1994,2.1
It's Pat,1994,2.0
Gospa,1995,4.5
Underground,1995,4.4
La haine,1995,4.3
Land and Freedom,1995,4.3
The Usual Suspects,1995,4.2
"Institute Benjamenta, or This Dream People Call Human Life",1995,4.2
Antonia,1995,4.2
The Usual Suspects,1995,4.2
In the Bleak Midwinter,1995,4.1
Before Sunrise,1995,4.1
Schlafes Bruder,1995,4.1
Badkonake sefid,1995,4.0
La cité des enfants perdus,1995,4.0
Duo luo tian shi,1995,4.0
Duo luo tian shi,1995,4.0
Maboroshi no hikari,1995,4.0
Nico Icon,1995,4.0
Dead Man,1995,4.0
Desert Winds,1995,4.0
From the Journals of Jean Seberg,1995,4.0
To vlemma tou Odyssea,1995,4.0
My Family,1995,3.9
Kôkaku kidôtai,1995,3.9
La cérémonie,1995,3.9
When Night Is Falling,1995,3.9
Casino,1995,3.9
Persuasion,1995,3.9
Heat,1995,3.9
Smoke,1995,3.9
The Celluloid Closet,1995,3.9
Frank and Ollie,1995,3.9
Cold Fever,1995,3.9
New Jersey Drive,1995,3.8
Nelly & Monsieur Arnaud,1995,3.8
Braveheart,1995,3.8
Living in Oblivion,1995,3.8
Frankie Starlight,1995,3.8
Sense and Sensibility,1995,3.8
Toy story,1995,3.7
Richard III,1995,3.7
Once Upon a Time... When We Were Colored,1995,3.7
Margaret's Museum,1995,3.7
Anne Frank Remembered,1995,3.7
The Young Poisoner's Handbook,1995,3.7
L'uomo delle stelle,1995,3.7
The Cure,1995,3.7
Welcome to the Dollhouse,1995,3.7
La flor de mi secreto,1995,3.7
"301, 302",1995,3.7
Das Versprechen,1995,3.7
Le hussard sur le toit,1995,3.7
Cold Comfort Farm,1995,3.7
Flirt,1995,3.7
Toy Story,1995,3.7
Forgotten Silver,1995,3.7
The Cure,1995,3.7
Toy Story,1995,3.7
Richard III,1995,3.7
Die Hard: With a Vengeance,1995,3.6
Yao a yao yao dao waipo qiao,1995,3.6
Leaving Las Vegas,1995,3.6
Dead Man Walking,1995,3.6
Les rendez-vous de Paris,1995,3.6
The Bridges of Madison County,1995,3.6
The Bridges of Madison County,1995,3.6
Jack & Sarah,1995,3.6
Apollo 13,1995,3.6
Al di là delle nuvole,1995,3.6
Tommy Boy,1995,3.6
Losing Isaiah,1995,3.6
Mallrats,1995,3.6
Empire Records,1995,3.5
Bad Boys,1995,3.5
Nixon,1995,3.5
The Basketball Diaries,1995,3.5
Desperado,1995,3.5
Billy Madison,1995,3.5
Party Girl,1995,3.5
Bad Boys,1995,3.5
In the Mouth of Madness,1995,3.5
Beyond Rangoon,1995,3.5
Blue in the Face,1995,3.5
Higher Learning,1995,3.5
Kids,1995,3.5
Now and Then,1995,3.5
Murder in the First,1995,3.5
Things to Do in Denver When You're Dead,1995,3.5
Carrington,1995,3.5
Clockers,1995,3.5
"Cry, the Beloved Country",1995,3.5
Madagascar Skin,1995,3.5
Four Rooms,1995,3.5
The Incredibly True Adventure of Two Girls in Love,1995,3.5
Guantanamera,1995,3.5
Crimson Tide,1995,3.5
Mr. Holland's Opus,1995,3.5
The Grass Harp,1995,3.4
Jeffrey,1995,3.4
GoldenEye,1995,3.4
Total Eclipse,1995,3.4
Dolores Claiborne,1995,3.4
Fluke,1995,3.4
A Little Princess,1995,3.4
Gazon maudit,1995,3.4
Denise Calls Up,1995,3.4
Funny Bones,1995,3.4
Home for the Holidays,1995,3.4
Stonewall,1995,3.4
A Little Princess,1995,3.4
The Run of the Country,1995,3.3
Angels and Insects,1995,3.3
Strange Days,1995,3.3
Rob Roy,1995,3.3
Two Bits,1995,3.3
Othello,1995,3.3
Othello,1995,3.3
Magic in the Water,1995,3.3
Last Summer in the Hamptons,1995,3.3
Dead Presidents,1995,3.3
Mighty Aphrodite,1995,3.3
The Crossing Guard,1995,3.3
Unzipped,1995,3.3
A Walk in the Clouds,1995,3.3
Waiting to Exhale,1995,3.3
The Prophecy,1995,3.3
Palookaville,1995,3.3
Devil in a Blue Dress,1995,3.3
Boca a boca,1995,3.3
The Doom Generation,1995,3.3
Restoration,1995,3.3
Circle of Friends,1995,3.3
Roommates,1995,3.2
French Kiss,1995,3.2
The Fantasticks,1995,3.2
Hackers,1995,3.2
Jumanji,1995,3.2
How to Make an American Quilt,1995,3.2
Pocahontas,1995,3.2
The American President,1995,3.2
Butterfly Kiss,1995,3.2
The Brothers McMullen,1995,3.2
An Awfully Big Adventure,1995,3.2
A Modern Affair,1995,3.2
Titanica,1995,3.2
Get Shorty,1995,3.2
Live Nude Girls,1995,3.2
Balto,1995,3.2
Unstrung Heroes,1995,3.2
While You Were Sleeping,1995,3.2
Ace Ventura: When Nature Calls,1995,3.2
Tales from the Crypt: Demon Knight,1995,3.2
The Perez Family,1995,3.2
Nick of Time,1995,3.1
Moonlight and Valentino,1995,3.1
"To Wong Foo Thanks for Everything, Julie Newmar",1995,3.1
Boys on the Side,1995,3.1
A Goofy Movie,1995,3.1
Hung fan kui,1995,3.1
Just Cause,1995,3.1
Outbreak,1995,3.1
A Pyromaniac's Love Story,1995,3.1
The Quick and the Dead,1995,3.1
Tales from the Hood,1995,3.1
Copycat,1995,3.1
A Month by the Lake,1995,3.1
The Journey of August King,1995,3.1
The Crude Oasis,1995,3.1
Powder,1995,3.1
Halloween: The Curse of Michael Myers,1995,3.1
Dangerous Minds,1995,3.1
Babe,1995,3.0
Heidi Fleiss: Hollywood Madam,1995,3.0
Lord of Illusions,1995,3.0
The Englishman Who Went Up a Hill But Came Down a Mountain,1995,3.0
Something to Talk About,1995,3.0
Father of the Bride Part II,1995,3.0
Casper,1995,3.0
The Tie That Binds,1995,3.0
First Knight,1995,3.0
Blue Juice,1995,3.0
Screamers,1995,3.0
Forget Paris,1995,3.0
Senior Trip,1995,3.0
Babe,1995,3.0
Three Wishes,1995,3.0
The Amazing Panda Adventure,1995,3.0
Search and Destroy,1995,3.0
The Stars Fell on Henrietta,1995,3.0
Underneath,1995,3.0
Bye Bye Love,1995,2.9
Feast of July,1995,2.9
Rough Magic,1995,2.9
Major Payne,1995,2.9
Kiss of Death,1995,2.9
Across the Sea of Time,1995,2.9
The Baby-Sitters Club,1995,2.9
Canadian Bacon,1995,2.9
It Takes Two,1995,2.9
The Pompatus of Love,1995,2.9
Steal Big Steal Little,1995,2.9
The Scarlet Letter,1995,2.9
The Scarlet Letter,1995,2.9
Kiss of Death,1995,2.9
Batman Forever,1995,2.9
The Net,1995,2.8
Houseguest,1995,2.8
Free Willy 2: The Adventure Home,1995,2.8
Tank Girl,1995,2.8
Dracula: Dead and Loving It,1995,2.8
Jefferson in Paris,1995,2.8
Hideaway,1995,2.8
White Man's Burden,1995,2.8
Mortal Kombat,1995,2.8
Tank Girl,1995,2.8
Virtuosity,1995,2.8
Never Talk to Strangers,1995,2.8
Village of the Damned,1995,2.7
Village of the Damned,1995,2.7
Money Train,1995,2.7
Candyman: Farewell to the Flesh,1995,2.7
Two Much,1995,2.7
Species,1995,2.7
The Indian in the Cupboard,1995,2.7
The Big Green,1995,2.7
Nine Months,1995,2.7
Mighty Morphin Power Rangers: The Movie,1995,2.7
Tom and Huck,1995,2.7
Bushwhacked,1995,2.6
Cutthroat Island,1995,2.6
Miami Rhapsody,1995,2.6
Under Siege 2: Dark Territory,1995,2.6
Waterworld,1995,2.6
Congo,1995,2.6
Sudden Death,1995,2.6
Destiny Turns on the Radio,1995,2.6
Stuart Saves His Family,1995,2.6
Judge Dredd,1995,2.5
Johnny Mnemonic,1995,2.5
The Mangler,1995,2.4
Dr. Jekyll and Ms. Hyde,1995,2.4
Jury Duty,1995,2.4
The Brady Bunch Movie,1995,2.4
Operation Dumbo Drop,1995,2.4
Vampire in Brooklyn,1995,2.4
Showgirls,1995,2.3
Fair Game,1995,2.1
Beautiful Thing,1996,4.3
Kolja,1996,4.2
Bian Lian,1996,4.1
Kauas pilvet karkaavat,1996,4.1
Secrets & Lies,1996,4.1
Paradise Lost: The Child Murders at Robin Hood Hills,1996,4.1
Ponette,1996,4.1
Small Faces,1996,4.1
When We Were Kings,1996,4.1
Breaking the Waves,1996,4.1
Le huitième jour,1996,4.0
Trois vies & une seule mort,1996,4.0
Trainspotting,1996,4.0
Some Mother's Son,1996,4.0
Microcosmos: Le peuple de l'herbe,1996,4.0
Lilies - Les feluettes,1996,4.0
Hype!,1996,3.9
Big Night,1996,3.9
Fargo,1996,3.9
Sling Blade,1996,3.9
Kavkazskiy plennik,1996,3.9
La promesse,1996,3.9
Jenseits der Stille,1996,3.9
Waiting for Guffman,1996,3.9
Shall we dansu?,1996,3.9
Box of Moon Light,1996,3.9
Hamlet,1996,3.8
Der Unhold,1996,3.8
Hamlet,1996,3.8
Chacun cherche son chat,1996,3.8
The Big Squeeze,1996,3.8
Girls Town,1996,3.8
Hamlet,1996,3.8
Hamlet,1996,3.8
The Pillow Book,1996,3.8
Ridicule,1996,3.8
Shine,1996,3.8
Hamlet,1996,3.8
Swingers,1996,3.8
Hamlet,1996,3.8
Love and Other Catastrophes,1996,3.8
Schizopolis,1996,3.8
Mystery Science Theater 3000: The Movie,1996,3.8
Primal Fear,1996,3.7
Hotel de Love,1996,3.7
Sydney,1996,3.7
Bottle Rocket,1996,3.7
It's My Party,1996,3.7
Gabbeh,1996,3.7
Entertaining Angels: The Dorothy Day Story,1996,3.7
Twelfth Night,1996,3.7
Happy Gilmore,1996,3.7
Dream for an Insomniac,1996,3.6
Love Serenade,1996,3.6
Intimate Relations,1996,3.6
The Leading Man,1996,3.6
The Whole Wide World,1996,3.6
The English Patient,1996,3.6
Sleepers,1996,3.6
Jude,1996,3.6
Trees Lounge,1996,3.6
Looking for Richard,1996,3.6
Set It Off,1996,3.6
Michael Collins,1996,3.6
Grace of My Heart,1996,3.6
Mother Night,1996,3.6
The Spitfire Grill,1996,3.6
A Time to Kill,1996,3.6
Walking and Talking,1996,3.6
The Rock,1996,3.6
Sunset Park,1996,3.6
Beautiful Girls,1996,3.6
The Mirror Has Two Faces,1996,3.5
Independence Day,1996,3.5
Moll Flanders,1996,3.5
A Thin Line Between Love and Hate,1996,3.5
Bound,1996,3.5
Get on the Bus,1996,3.5
Kama Sutra: A Tale of Love,1996,3.5
The Daytrippers,1996,3.5
Foxfire,1996,3.5
Stealing Beauty,1996,3.5
Different for Girls,1996,3.5
Citizen Ruth,1996,3.5
Irma Vep,1996,3.5
Shekvarebuli kulinaris ataserti retsepti,1996,3.5
Feng yue,1996,3.5
Brassed Off,1996,3.5
Star Trek: First Contact,1996,3.5
Curdled,1996,3.4
Freeway,1996,3.4
From Dusk Till Dawn,1996,3.4
Ghosts of Mississippi,1996,3.4
Les voleurs,1996,3.4
Surviving Picasso,1996,3.4
A Family Thing,1996,3.4
I Shot Andy Warhol,1996,3.4
Kids in the Hall: Brain Candy,1996,3.4
Manny & Lo,1996,3.4
The Funeral,1996,3.4
From Dusk Till Dawn,1996,3.4
Everyone Says I Love You,1996,3.4
I'm Not Rappaport,1996,3.4
The Sunchaser,1996,3.3
Flirting with Disaster,1996,3.3
The Birdcage,1996,3.3
The Ghost and the Darkness,1996,3.3
The Long Kiss Goodnight,1996,3.3
Wedding Bell Blues,1996,3.3
Children of the Revolution,1996,3.3
The People vs. Larry Flynt,1996,3.3
Mission: Impossible,1996,3.3
Jerry Maguire,1996,3.3
Flirting with Disaster,1996,3.3
SubUrbia,1996,3.3
SubUrbia,1996,3.3
Carried Away,1996,3.3
Jerry Maguire,1996,3.3
The Frighteners,1996,3.3
The Portrait of a Lady,1996,3.2
Ed's Next Move,1996,3.2
Scream,1996,3.2
The Evening Star,1996,3.2
Bed of Roses,1996,3.2
Caught,1996,3.2
Unhook the Stars,1996,3.2
Twister,1996,3.2
Indian Summer,1996,3.2
Illtown,1996,3.2
Courage Under Fire,1996,3.2
My Fellow Americans,1996,3.2
White Squall,1996,3.2
Muppet Treasure Island,1996,3.2
The Crucible,1996,3.2
Fear,1996,3.2
The First Wives Club,1996,3.2
A Perfect Candidate,1996,3.2
That Thing You Do!,1996,3.2
Indian Summer,1996,3.2
DragonHeart,1996,3.2
Twister,1996,3.2
Courage Under Fire,1996,3.2
The Watermelon Woman,1996,3.2
Marvin's Room,1996,3.2
Everything Relative,1996,3.2
Night Falls on Manhattan,1996,3.2
"Love, etc.",1996,3.2
Up Close & Personal,1996,3.2
Ransom,1996,3.1
Last Man Standing,1996,3.1
Infinity,1996,3.1
Hollow Reed,1996,3.1
Ransom,1996,3.1
Evita,1996,3.1
The Craft,1996,3.1
If Lucy Fell,1996,3.1
Female Perversions,1996,3.1
Kingpin,1996,3.1
One Fine Day,1996,3.1
Matilda,1996,3.1
Faithful,1996,3.1
Mrs. Winterbourne,1996,3.1
The Rich Man's Wife,1996,3.0
Kansas City,1996,3.0
The Chamber,1996,3.0
Ging chaat goo si 4: Ji gaan daan yam mo,1996,3.0
The Substance of Fire,1996,3.0
Beavis and Butt-Head Do America,1996,3.0
Albino Alligator,1996,3.0
Jack,1996,3.0
The Crow: City of Angels,1996,3.0
2 Days in the Valley,1996,3.0
Phenomenon,1996,3.0
Albino Alligator,1996,3.0
Phenomenon,1996,3.0
In Love and War,1996,3.0
Unforgettable,1996,3.0
Phat Beach,1996,3.0
Blood and Wine,1996,3.0
James and the Giant Peach,1996,3.0
Fly Away Home,1996,3.0
American Buffalo,1996,3.0
The Trigger Effect,1996,3.0
Before and After,1996,3.0
Normal Life,1996,3.0
Kansas City,1996,3.0
City Hall,1996,3.0
Executive Decision,1996,2.9
The Nutty Professor,1996,2.9
She's the One,1996,2.9
Mad Dog Time,1996,2.9
Tin Cup,1996,2.9
Broken Arrow,1996,2.9
Homeward Bound II: Lost in San Francisco,1996,2.9
Hellraiser: Bloodline,1996,2.9
Keys to Tulsa,1996,2.9
To Gillian on Her 37th Birthday,1996,2.9
Race the Sun,1996,2.9
The Associate,1996,2.9
Space Jam,1996,2.9
The Nutty Professor,1996,2.9
Extreme Measures,1996,2.9
The Arrival,1996,2.9
The Substitute,1996,2.9
The Truth About Cats & Dogs,1996,2.9
The Truth About Cats & Dogs,1996,2.9
The Associate,1996,2.9
Mulholland Falls,1996,2.9
The Preacher's Wife,1996,2.9
Escape from L.A.,1996,2.8
Bad Moon,1996,2.8
D3: The Mighty Ducks,1996,2.8
Maximum Risk,1996,2.8
Mars Attacks!,1996,2.8
House Arrest,1996,2.8
Daylight,1996,2.8
Eraser,1996,2.8
The Cable Guy,1996,2.8
The Fan,1996,2.8
Getting Away with Murder,1996,2.8
All Dogs Go to Heaven 2,1996,2.8
The Fan,1996,2.8
The Juror,1996,2.8
Down Periscope,1996,2.8
Mary Reilly,1996,2.8
Diabolique,1996,2.7
Adrenalin: Fear the Rush,1996,2.7
The Great White Hype,1996,2.7
Feeling Minnesota,1996,2.7
Chain Reaction,1996,2.7
Thinner,1996,2.7
Heaven's Prisoners,1996,2.7
Multiplicity,1996,2.7
The Glimmer Man,1996,2.7
Flipper,1996,2.6
The Adventures of Pinocchio,1996,2.6
Two If by Sea,1996,2.6
Fled,1996,2.6
Jingle All the Way,1996,2.6
Larger Than Life,1996,2.6
Dear God,1996,2.6
Bordello of Blood,1996,2.6
Harriet the Spy,1996,2.6
Carpool,1996,2.6
Flipper,1996,2.6
Celtic Pride,1996,2.6
Sgt. Bilko,1996,2.6
Bio-Dome,1996,2.6
Spy Hard,1996,2.5
Dunston Checks In,1996,2.5
Joe's Apartment,1996,2.5
First Kid,1996,2.5
Striptease,1996,2.4
Big Bully,1996,2.4
The Island of Dr. Moreau,1996,2.4
Mr. Wrong,1996,2.4
Solo,1996,2.3
A Very Brady Sequel,1996,2.3
The Pallbearer,1996,2.3
The Stupids,1996,2.3
Lawnmower Man 2: Beyond Cyberspace,1996,2.1
Kazaam,1996,1.8
Bacheha-Ye aseman,1997,4.4
La vita è bella,1997,4.3
Hana-bi,1997,4.3
I Went Down,1997,4.2
Love Jones,1997,4.2
Twin Town,1997,4.2
Little Dieter Needs to Fly,1997,4.1
Mononoke-hime,1997,4.1
Hands on a Hard Body: The Documentary,1997,4.1
Karakter,1997,4.1
Chun gwong cha sit,1997,4.1
Ma vie en rose,1997,4.1
Chun gwong cha sit,1997,4.1
The Castle,1997,4.1
Gadjo dilo,1997,4.1
Ta'm e guilass,1997,4.0
Nil by Mouth,1997,4.0
The Sweet Hereafter,1997,4.0
Vor,1997,4.0
Carne trémula,1997,3.9
Men with Guns,1997,3.9
Eve's Bayou,1997,3.9
24 7: Twenty Four Seven,1997,3.9
Men with Guns,1997,3.9
"Fast, Cheap & Out of Control",1997,3.9
Hav Plenty,1997,3.9
Eye of God,1997,3.9
Abre los ojos,1997,3.9
Good Will Hunting,1997,3.9
Lost Highway,1997,3.9
I Married a Strange Person!,1997,3.8
Waco: The Rules of Engagement,1997,3.8
Lawn Dogs,1997,3.8
On connaît la chanson,1997,3.8
Henry Fool,1997,3.8
Unagi,1997,3.8
4 Little Girls,1997,3.8
Comedian Harmonists,1997,3.8
Firelight,1997,3.8
Bent,1997,3.8
Amy,1997,3.7
Year of the Horse,1997,3.7
Swept from the Sea,1997,3.7
Hamam,1997,3.7
Prefontaine,1997,3.7
Grosse Pointe Blank,1997,3.7
The Spanish Prisoner,1997,3.7
L.A. Confidential,1997,3.7
In the Company of Men,1997,3.7
Kundun,1997,3.7
Rosewood,1997,3.7
Donnie Brasco,1997,3.7
Dream with the Fishes,1997,3.7
The Butcher Boy,1997,3.7
Grosse Pointe Blank,1997,3.7
The Wings of the Dove,1997,3.7
Le bossu,1997,3.7
Mrs Brown,1997,3.7
